ciudad,nombre,precio_adulto_cop,precio_chd_cop,rango_edad_chd,ponto_de_encontro,valor_taxas_cop,valor_seguro,observaciones,template_local
"Cartagena,Capri,510000,380000,""05-09"",""Portão 3 da Marina La Bodeguita, 07:30"",37500,""No informado"","""",""Os passageiros devem se apresentar no muelle La Bodeguita na porta 3 onde a equipe de Capri dará assistência no embarque"""
"Cartagena,Capri Premium,610000,320000,""05-09"",""Portão 3 da Marina La Bodeguita, 07:30"",37500,""No informado"","""",""Os passageiros devem se apresentar no muelle La Bodeguita na porta 3 onde a equipe de Capri dará assistência no embarque"""
"Cartagena,Pa'ue,520000,370000,""04-07"",""Portão 4 da Marina La Bodeguita, 07:30"",37500,""No informado"",""Reserva via link com acréscimo de 5.5% referente a taxas de cartão"",""Os passageiros devem se apresentar no muelle La Bodeguita na porta 4 onde a equipe de Pa'ue dará assistência no embarque"""
"Cartagena,Pao Pao,450000,""No informado"",""No informado"",""Portão 3 da Marina La Bodeguita, 07:20"",40500,""No informado"",""Apenas para maiores de 12 anos"",""Os passageiros devem se apresentar no muelle La Bodeguita na porta 3 onde a equipe de Pao Pao dará assistência no embarque"""
"Cartagena,Bora Bora Beach Club,450000,""No informado"",""No informado"",""Portão 3 da Marina La Bodeguita, 07:30"",40500,""No informado"",""Ideal a partir de 18 anos"",""Os passageiros devem se apresentar no muelle La Bodeguita na porta 3 onde a equipe de Bora Bora dará assistência no embarque"""
"Cartagena,Bora Bora VIP,540000,""No informado"",""No informado"",""Portão 3 da Marina La Bodeguita, 07:30"",40500,""No informado"",""Apenas para maiores de 18 anos"",""Os passageiros devem se apresentar no muelle La Bodeguita na porta 3 onde a equipe de Bora Bora dará assistência no embarque"""
"Cartagena,Top 3 Islas,550000,""No informado"",""No informado"",""Portão 3 da Marina La Bodeguita, 08:00"",40500,""No informado"","""",""Os passageiros devem se apresentar no muelle La Bodeguita na porta 3 onde a equipe de Bora Bora dará assistência no embarque"""
"Cartagena,Corona Island,850000,""No informado"",""No informado"",""Club Náutico de Manga, 08:00"",""No informado"",""No informado"",""Saídas a confirmar; maiores de 18 anos"",""Apresentar-se no Club Náutico de Cartagena no bairro de Manga no horário indicado onde a equipe de Corona dará suporte no embarque"""
"Cartagena,Rosário de Mar,470000,370000,""04-07"",""Portão 4 da Marina La Bodeguita, 08:00"",37500,""No informado"","""",""Os passageiros devem se apresentar no muelle La Bodeguita na porta 4 onde a equipe de Rosário de Mar dará assistência no embarque"""
"Cartagena,Bela,490000,340000,""03-10"",""Portão 1 da Marina La Bodeguita, 07:30"",40500,""No informado"","""",""Os passageiros devem se apresentar no muelle La Bodeguita na porta 1 onde a equipe de Bela dará assistência no embarque"""
"Cartagena,Catamarã Bona Vida,510000,430000,""07-14"",""Deck de madeira ao lado da Marina La Bodeguita, 08:00"",""Incluida no desglosada"",""No informado"",""01 a 06 anos apenas consumo; equipamento de snorkel e bóias com custo adicional"",""Os passageiros devem se apresentar no deck de madeira ao lado da Marina La Bodeguita no horário indicado onde a equipe do Bonavida dará assistência no embarque"""
"Cartagena,Lanchas Privadas - Ilhas do Rosário,4000000,""No aplica"",""No aplica"",""A confirmar"",""A confirmar"",""No informado"",""Valor desde; até 10 pessoas"",""Os passageiros devem se apresentar no ponto de encontro a confirmar no horário indicado para embarque"""
"Cartagena,Lanchas Privadas - Por do Sol,1200000,""No aplica"",""No aplica"",""A confirmar"",""A confirmar"",""No informado"",""Valor desde; até 05 pessoas"",""Os passageiros devem se apresentar no ponto de encontro a confirmar no horário indicado para embarque"""
"Cartagena,Sabai,520000,380000,""05-09"",""Marina Todo Mar, 07:30"",""No informado"",""No informado"",""Tem opção terrestre também"",""O transporte de Sabai passa nos hotéis entre a faixa horária indicada; os passageiros devem esperar na recepção"""
"Cartagena,Isla Palma,550000,420000,""04-06"",""Marina La Bodeguita, 06:00"",37500,""No informado"",""Reserva via link com acréscimo de 5% referente a taxas administrativas"",""Os passageiros devem se apresentar no muelle La Bodeguita na porta 1 onde a equipe de Isla Palma dará assistência no embarque"""
"Cartagena,Makani,490000,390000,""04-11"",""Praia detrás do Hospital de Bocagrande"",18000,""No informado"","""",""Os passageiros devem se apresentar no ponto de encontro na praia atrás do Hospital de Bocagrande no horário indicado para saída, onde a equipe de Makani dará assistência no embarque"""
"Cartagena,Fenix Beach,390000,300000,""05-09"",""Portão 1 da Marina La Bodeguita"",16000,""No informado"","""",""Os passageiros devem se apresentar na porta 1 da Marina La Bodeguita no horário indicado onde a equipe do Fênix dará assistência no embarque"""
"Cartagena,Jantar em Fenix Beach,370000,""No informado"",""No informado"",""Portão 2 da Marina La Bodeguita"",18000,""No informado"",""Opcional decoração na praia e no ninho"",""Os passageiros devem chegar ao muelle La Bodeguita e se apresentar na porta nº 1 onde a equipe do Fênix dará assistência no embarque"""
"Cartagena,Mergulho de Cilindro,890000,""No informado"",""No informado"",""No informado"",""No informado"",""No informado"",""800000 para certificado PADI"",""Os passageiros devem se apresentar no local informado no horário indicado para início da atividade de mergulho"""
"Cartagena,Walking Tour + Visita Guiada Castillo San Felipe em Português,500000,""No informado"",""No informado"",""No informado"",""No informado"",""No informado"",""Valor para 1 pessoa; até 2 pessoas: 325000 por pessoa; até 3 pessoas: 300000 por pessoa; até 4 pessoas: 330000 por pessoa inclui van; até 5 ou 6 pessoas: 310000 por pessoa inclui van"",""Apresentar-se no horário indicado na recepção do seu hotel para encontrar com o guia"""
"Cartagena,Sunset Sibarita Master,250000,160000,""04-11"",""No informado"",18000,""No informado"","""",""Os passageiros devem chegar ao Muelle La Bodeguita e se apresentar na porta nº 4 onde o pessoal do Sibarita Master dará assistência no embarque"""
"Cartagena,Sunset Catamarã Bonavida,230000,""No informado"",""No informado"",""No informado"",""No informado"",""No informado"","""",""Os passageiros devem se apresentar no muelle La Bodeguita na porta 04 onde a equipe do Bonavida dará assistência no embarque"""
"Cartagena,Sunset Lancha Privativa,1500000,""No aplica"",""No aplica"",""No informado"",""No informado"",""No informado"",""Valor desde"",""Os passageiros devem se apresentar no ponto de encontro a confirmar no horário indicado para embarque"""
"Cartagena,Experiência Culinária,420000,340000,""06-12"",""No informado"",""No informado"",""No informado"",""Mínimo de 2 pessoas"",""Apresentar-se no local da atividade no horário indicado para começo da atividade"""
"Cartagena,Degustação de Rum e Chocolates Colombianos Hotel Sofitel,390000,""No informado"",""No informado"",""No informado"",""No informado"",""No informado"",""Quartas, sextas e sábados; mínimo de 2 pessoas"",""Apresentar-se no Hotel Sofitel no horário indicado para começo da atividade"""
"Cartagena,Tour no Mercadão + Aula de Culinária,500000,360000,""06-12"",""No informado"",""No informado"",""No informado"",""Mínimo de 2 pessoas"",""Apresentar-se no local informado no horário indicado para início da atividade"""
"Cartagena,Aula de Salsa,190000,90000,""06-12"",""No informado"",""No informado"",""No informado"",""Quintas-feiras das 18:00 às 19:00"",""Apresentar-se no local da atividade no horário indicado para começo da aula"""
"Cartagena,Degustação de Cervejas Artesanais Colombianas,300000,""No informado"",""No informado"",""No informado"",""No informado"",""No informado"",""De terça a sábado; mínimo de 2 pessoas"",""Apresentar-se no local da atividade no horário indicado para começo da degustação"""
"Cartagena,Degustação de Café Colombiano,250000,""No informado"",""No informado"",""No informado"",""No informado"",""No informado"",""Mínimo de 4 pessoas"",""Apresentar-se no local da atividade no horário indicado para começo da degustação"""
"Cartagena,Aviário de Cartagena,580000,""No aplica"",""No aplica"",""No informado"",""No informado"",""No informado"",""Valor carro até 3 pessoas; até 8 pessoas: 780000; até 14 pessoas: 900000; não inclui entrada ao aviário"",""Apresentar-se na recepção do hotel no horário indicado para encontrar com o motorista e sair para o Aviário"""
"Cartagena,Transfer Aeroporto - Hotel,160000,""No aplica"",""No aplica"",""Aeroporto"",""No informado"",""No informado"",""Valor carro para 3 pessoas; van 8 lugares: 300000; van grande 14 lugares: 350000; van extra grande 18 lugares: 600000"",""O motorista estará esperando no desembarque com placa com nome do titular"""
"Bogotá,City Tour - Imperdíveis de Bogotá de Manhã,300000,""No informado"",""No informado"",""Parque 93, 09:00"",""No informado"",""No informado"",""De segunda a sábado, exceto feriados; período manhã; duração 04 horas"",""Os passageiros devem se apresentar no Parque 93 no horário indicado para início do tour"""
"Bogotá,City Tour - Bairros Icônico de Bogotá à Tarde,300000,""No informado"",""No informado"",""Parque 93, 14:30"",""No informado"",""No informado"",""De segunda a sábado, exceto feriados; período tarde; duração 04 horas"",""Os passageiros devem se apresentar no Parque 93 no horário indicado para início do tour"""
"Bogotá,Catedral de Sal Zipaquirá,480000,""No informado"",""No informado"",""Candelaria, 08:00; ou Parque 93, 09:00"",""No informado"",""Incluido"",""Transporte compartilhado; audio guia; entrada sem fila; visita à catedral; tempo livre para almoço; duração 07 a 09 horas"",""Apresentar-se no horário indicado na Candelaria ou no Parque 93, conforme reserva, para pegar a van"""
"Bogotá,Catedral de Sal Zipaquirá e Laguna Guatavita,600000,""No informado"",""No informado"",""Candelaria, 07:00; ou Parque 93, 08:00"",""No informado"",""Incluido"",""Saídas diárias exceto domingo e segunda; áudio guia; guia local em espanhol na Laguna; visita à catedral; duração 12 a 13 horas"",""Apresentar-se no horário indicado na Candelaria ou no Parque 93, conforme reserva, para pegar a van"""
"Bogotá,Fazenda de Café Colombiano,650000,""No informado"",""No informado"",""Parque 93, 07:00; ou Candelaria, 08:00"",""No informado"",""Incluido"",""Entradas e guia local na fazenda; degustação de café; tempo livre para almoço; duração 09 a 11 horas"",""Apresentar-se no horário indicado no Parque 93 ou na Candelaria, conforme reserva, para saída do passeio"""
"Bogotá,Tours Privativos Personalize o seu Tour,""Sob consulta"",""Sob consulta"",""Sob consulta"",""Sob consulta"",""Sob consulta"",""Sob consulta"",""Aula de salsa, gelados artesanais, oficina de grafitti, degustação de café, oficina de esmeraldas, degustação de cerveja"",""Apresentar-se no ponto de encontro informado conforme o tour personalizado contratado"""
"Bogotá,Tour de Escala em Bogotá,940000,""No aplica"",""No aplica"",""No informado"",""No informado"",""Incluido"",""Valor 1 pessoa; 2 pessoas: 570000; 3 pessoas: 480000; 4 pessoas: 380000; duração 04 horas; transporte privativo; guia privado"",""O motorista estará esperando no aeroporto / desembarque no horário indicado para início do tour"""
"Bogotá,La Candelaria + Museu,1120000,""No aplica"",""No aplica"",""Recepção do hotel"",""No informado"",""No informado"",""Valor 1 pessoa; 2 pessoas: 675000; 3 pessoas: 575000; 4 pessoas: 480000; saídas 09:00 ou 14:00; duração 05 horas; entrada Museo del Oro ou Botero; transporte e guia privativo em português"",""Apresentar-se na recepção do hotel no horário indicado para encontrar com o guia"""
"Bogotá,La Candelaria + Museu + Monserrate,1500000,""No aplica"",""No aplica"",""Recepção do hotel"",""No informado"",""No informado"",""Valor 1 pessoa; 2 pessoas: 980000; 3 pessoas: 855000; 4 pessoas: 680000; saída 09:00; duração 08 horas; inclui entrada Monserrate"",""Apresentar-se na recepção do hotel no horário indicado para encontrar com o guia"""
"Bogotá,City Tour Panorâmico Basic,1075000,""No aplica"",""No aplica"",""Recepção do hotel"",""No informado"",""No informado"",""Saídas 09:00 ou 14:00; duração 05 horas"",""Apresentar-se na recepção do hotel no horário indicado para encontrar com o guia"""
"Bogotá,City Tour Panorâmico Usaquén + Candelaria + Juegos,1550000,""No aplica"",""No aplica"",""Recepção do hotel"",""No informado"",""No informado"",""Saída 09:00; duração 08 horas"",""Apresentar-se na recepção do hotel no horário indicado para encontrar com o guia"""
"Bogotá,Catedral de Sal Zipaquirá Privativo,1220000,""No aplica"",""No aplica"",""Recepção do hotel"",""No informado"",""No informado"",""Saída 09:00; duração 08 horas; não inclui guia, somente motorista"",""Apresentar-se na recepção do hotel no horário indicado para saída"""
"Bogotá,Catedral de Sal Zipaquirá Privativo com Guia,1845000,""No aplica"",""No aplica"",""Recepção do hotel"",""No informado"",""No informado"",""Saídas 09:00 e 14:00; duração 08 horas; guia em português"",""Apresentar-se na recepção do hotel no horário indicado para encontrar com o guia"""
"Bogotá,Walking Tour Gastronomico de Comida de Rua,580000,""No aplica"",""No aplica"",""A definir no centro de Bogotá"",""No informado"",""No informado"",""Saídas 09:00 e 14:00; duração 04 horas; guia em português"",""Apresentar-se no ponto de encontro informado no centro de Bogotá no horário indicado"""
"Bogotá,Tour Gastronomico de Comida de Rua com Transporte,1455000,""No aplica"",""No aplica"",""Recepção do hotel"",""No informado"",""No informado"",""Saída 10:00; duração 07 horas; transporte privativo"",""Apresentar-se na recepção do hotel no horário indicado para saída"""
"Bogotá,Fazenda de Café Colombiano Privativo,1895000,""No aplica"",""No aplica"",""Recepção do hotel"",""No informado"",""Incluido"",""Saída 08:00; duração 11 horas"",""Apresentar-se na recepção do hotel no horário indicado para saída"""
"Bogotá,Transfer Privativo Aeroporto - Hotel ou Hotel - Aeroporto,360000,""No aplica"",""No aplica"",""Aeroporto ou hotel"",""No informado"",""No informado"",""Carro até 3 pessoas: 360000; van 04 a 06 pessoas: 550000; van 07 a 10 pessoas: 770000"",""O motorista estará esperando no desembarque com placa com nome do titular ou, no caso de saída, os passageiros devem se apresentar na porta do hotel no horário combinado"""
"Medellín,City Tour - Panorâmico Medellín,250000,""No informado"",""No informado"",""Parque do Poblado, 14:15"",""No informado"",""No informado"",""Saídas diárias; duração 04 horas; transporte em chiva tradicional; ingresso ao MetroCable e Tranvía"",""Os passageiros devem se apresentar no Parque do Poblado no horário indicado para saída"""
"Medellín,Comuna 13 - Grafiti Tour,350000,""No informado"",""No informado"",""Parque do Poblado, 09:35"",""No informado"",""No informado"",""Saídas diárias; duração 04 horas; transporte em veículo temático; show de baile, trova antioqueña, casa de neón"",""Os passageiros devem se apresentar no Parque do Poblado no horário indicado para saída"""
"Medellín,Tour - Não Dizemos Seu Nome - na Cidade,300000,""No informado"",""No informado"",""No informado"",""No informado"",""No informado"",""Saídas de terça a domingo; horários 09:30 ou 13:30; duração 04 horas; tour em inglês; mínimo de 04 pessoas para espanhol"",""Apresentar-se no ponto de encontro informado no horário indicado para início do tour"""
"Medellín,Guatapé - Dia Inteiro,400000,""No informado"",""No informado"",""Parque El Poblado, 08:25"",""No informado"",""No informado"",""Saídas diárias; transporte compartilhado; coordenador bilíngue; 07 degustações gastronômicas; passeio em barco 40 min; visita a Piedra del Peñol sem entrada incluída"",""Apresentar-se no horário indicado no Parque El Poblado, na Carrera 43A Calle 9, ao lado do posto policial, para encontrar a van"""
"Medellín,Tour de Café Medellín,340000,""No informado"",""No informado"",""No informado"",""No informado"",""No informado"",""Saídas diárias; horários 09:00 ou 15:00; inclui transporte ida e volta a partir do ponto de saída, guias em espanhol e inglês, snacks e degustação; tour em inglês, mínimo de 04 pessoas para espanhol"",""Apresentar-se no ponto de saída informado no horário indicado para início do tour"""
"Bogotá,City Tour Panorâmico Usaquén + Candelaria + Juegos - 1 pessoa,1550000,""No aplica"",""No aplica"",""Recepção do hotel"",""No informado"",""No informado"",""Saída 09:00; duração 08 horas"""
"Bogotá,City Tour Panorâmico Usaquén + Candelaria + Juegos - 2 pessoas,1000000,""No aplica"",""No aplica"",""Recepção do hotel"",""No informado"",""No informado"",""Preço por pessoa; saída 09:00; duração 08 horas"""
"Bogotá,City Tour Panorâmico Usaquén + Candelaria + Juegos - 3 pessoas,910000,""No aplica"",""No aplica"",""Recepção do hotel"",""No informado"",""No informado"",""Preço por pessoa; saída 09:00; duração 08 horas"""
"Bogotá,City Tour Panorâmico Usaquén + Candelaria + Juegos - 4 pessoas,750000,""No aplica"",""No aplica"",""Recepção do hotel"",""No informado"",""No informado"",""Preço por pessoa; saída 09:00; duração 08 horas"""
"Bogotá,Catedral de Sal Zipaquirá Privativo - 1 pessoa,1220000,""No aplica"",""No aplica"",""Recepção do hotel"",""No informado"",""No informado"",""Saída 09:00; duração 08 horas; não inclui guia, somente motorista"""
"Bogotá,Catedral de Sal Zipaquirá Privativo - 2 pessoas,850000,""No aplica"",""No aplica"",""Recepção do hotel"",""No informado"",""No informado"",""Preço por pessoa; saída 09:00; duração 08 horas; não inclui guia, somente motorista"""
"Bogotá,Catedral de Sal Zipaquirá Privativo - 3 pessoas,800000,""No aplica"",""No aplica"",""Recepção do hotel"",""No informado"",""No informado"",""Preço por pessoa; saída 09:00; duração 08 horas; não inclui guia, somente motorista"""
"Bogotá,Catedral de Sal Zipaquirá Privativo - 4 pessoas,675000,""No aplica"",""No aplica"",""Recepção do hotel"",""No informado"",""No informado"",""Preço por pessoa; saída 09:00; duração 08 horas; não inclui guia, somente motorista"""
"Bogotá,Catedral de Sal Zipaquirá Privativo com Guia - 1 pessoa,1845000,""No aplica"",""No aplica"",""Recepção do hotel"",""No informado"",""No informado"",""Saídas 09:00 e 14:00; duração 08 horas; guia em português"""
"Bogotá,Catedral de Sal Zipaquirá Privativo com Guia - 2 pessoas,1200000,""No aplica"",""No aplica"",""Recepção do hotel"",""No informado"",""No informado"",""Preço por pessoa; saídas 09:00 e 14:00; duração 08 horas; guia em português"""
"Bogotá,Catedral de Sal Zipaquirá Privativo com Guia - 3 pessoas,1040000,""No aplica"",""No aplica"",""Recepção do hotel"",""No informado"",""No informado"",""Preço por pessoa; saídas 09:00 e 14:00; duração 08 horas; guia em português"""
"Bogotá,Catedral de Sal Zipaquirá Privativo com Guia - 4 pessoas,860000,""No aplica"",""No aplica"",""Recepção do hotel"",""No informado"",""No informado"",""Preço por pessoa; saídas 09:00 e 14:00; duração 08 horas; guia em português"""
"Bogotá,Walking Tour Gastronomico de Comida de Rua - 1 pessoa,580000,""No aplica"",""No aplica"",""A definir no centro de Bogotá"",""No informado"",""No informado"",""Saídas 09:00 e 14:00; duração 04 horas; guia em português"""
"Bogotá,Walking Tour Gastronomico de Comida de Rua - 2 pessoas,385000,""No aplica"",""No aplica"",""A definir no centro de Bogotá"",""No informado"",""No informado"",""Preço por pessoa; saídas 09:00 e 14:00; duração 04 horas; guia em português"""
"Bogotá,Walking Tour Gastronomico de Comida de Rua - 3 pessoas,325000,""No aplica"",""No aplica"",""A definir no centro de Bogotá"",""No informado"",""No informado"",""Preço por pessoa; saídas 09:00 e 14:00; duração 04 horas; guia em português"""
"Bogotá,Walking Tour Gastronomico de Comida de Rua - 4 pessoas,275000,""No aplica"",""No aplica"",""A definir no centro de Bogotá"",""No informado"",""No informado"",""Preço por pessoa; saídas 09:00 e 14:00; duração 04 horas; guia em português"""
"Bogotá,Tour Gastronomico de Comida de Rua com Transporte - 1 pessoa,1455000,""No aplica"",""No aplica"",""Recepção do hotel"",""No informado"",""No informado"",""Saída 10:00; duração 07 horas; transporte privativo"""
"Bogotá,Tour Gastronomico de Comida de Rua com Transporte - 2 pessoas,955000,""No aplica"",""No aplica"",""Recepção do hotel"",""No informado"",""No informado"",""Preço por pessoa; saída 10:00; duração 07 horas; transporte privativo"""
"Bogotá,Tour Gastronomico de Comida de Rua com Transporte - 3 pessoas,850000,""No aplica"",""No aplica"",""Recepção do hotel"",""No informado"",""No informado"",""Preço por pessoa; saída 10:00; duração 07 horas; transporte privativo"""
"Bogotá,Tour Gastronomico de Comida de Rua com Transporte - 4 pessoas,700000,""No aplica"",""No aplica"",""Recepção do hotel"",""No informado"",""No informado"",""Preço por pessoa; saída 10:00; duração 07 horas; transporte privativo"""
"Bogotá,Fazenda de Café Colombiano Privativo - 1 pessoa,1895000,""No aplica"",""No aplica"",""Recepção do hotel"",""No informado"",""Incluido"",""Saída 08:00; duração 11 horas"""
"Bogotá,Fazenda de Café Colombiano Privativo - 2 pessoas,1170000,""No aplica"",""No aplica"",""Recepção do hotel"",""No informado"",""Incluido"",""Preço por pessoa; saída 08:00; duração 11 horas"""
"Bogotá,Fazenda de Café Colombiano Privativo - 3 pessoas,1050000,""No aplica"",""No aplica"",""Recepção do hotel"",""No informado"",""Incluido"",""Preço por pessoa; saída 08:00; duração 11 horas"""
"Bogotá,Fazenda de Café Colombiano Privativo - 4 pessoas,845000,""No aplica"",""No aplica"",""Recepção do hotel"",""No informado"",""Incluido"",""Preço por pessoa; saída 08:00; duração 11 horas"""
"Bogotá,Transfer Privativo Aeroporto - Hotel ou Hotel - Aeroporto,360000,""No aplica"",""No aplica"",""Aeroporto ou hotel"",""No informado"",""No informado"",""Carro até 3 pessoas: 360000; van 04 a 06 pessoas: 550000; van 07 a 10 pessoas: 770000"""
"Medellín,City Tour - Panorâmico Medellín,250000,""No informado"",""No informado"",""Parque do Poblado, 14:15"",""No informado"",""No informado"",""Saídas diárias; duração 04 horas; transporte em chiva tradicional; ingresso ao MetroCable e Tranvía"""
"Medellín,Comuna 13 - Grafiti Tour,350000,""No informado"",""No informado"",""Parque do Poblado, 09:35"",""No informado"",""No informado"",""Saídas diárias; duração 04 horas; transporte em veículo temático; show de baile, trova antioqueña, casa de neón"""
"Medellín,Tour - Não Dizemos Seu Nome - na Cidade,300000,""No informado"",""No informado"",""No informado"",""No informado"",""No informado"",""Saídas de terça a domingo; horários 09:30 ou 13:30; duração 04 horas; tour em inglês; mínimo de 04 pessoas para espanhol"""
"Medellín,Guatapé - Dia Inteiro,400000,""No informado"",""No informado"",""Parque El Poblado, 08:25"",""No informado"",""No informado"",""Saídas diárias; transporte compartilhado; coordenador bilíngue; 07 degustações gastronômicas; passeio em barco 40 min; visita a Piedra del Peñol sem entrada incluída"""
"Medellín,Tour de Café Medellín,340000,""No informado"",""No informado"",""No informado"",""No informado"",""No informado"",""Saídas diárias; horários 09:00 ou 15:00; inclui transporte ida e volta a partir do ponto de saída, guias em espanhol e inglês, snacks e degustação; tour em inglês, mínimo de 04 pessoas para espanhol"""
